route_id,agency_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color
100150.,198,S10,,,2,,00A0E3,FEFEFE
100159.,198,,9422 ,,2,,,
100160.,198,,9422 ,,2,,,
100174.,198,S12,,,2,,00A0E3,FEFEFE
10026.,198,,IC 852 TÓPART,,2,,,
10027.,198,,IC 844 TÓPART,,2,,,
10028.,198,,IC 842 TÓPART,,2,,,
10029.,198,,IC 854 TÓPART,,2,,,
10030.,198,,IC 856 TÓPART,,2,,,
100478.,198,S12,,,2,,00A0E3,FEFEFE
100480.,198,S12,,,2,,00A0E3,FEFEFE
10052.,198,,IC 850 TÓPART,,2,,,
10058.,198,,IC 848 TÓPART,,2,,,
100592.,198,S12,,,2,,00A0E3,FEFEFE
100599.,198,,9430 ,,2,,,
10064.,198,,IC 856 TÓPART,,2,,,
10065.,198,,IC 856 TÓPART,,2,,,
10068.,198,,IC 850 TÓPART,,2,,,
10069.,198,,IC 850 TÓPART,,2,,,
10076.,198,,18520 BAGOLYVONAT,,2,,,
10077.,198,,IC 848 TÓPART,,2,,,
10078.,198,,IC 848 TÓPART,,2,,,
10088.,198,,IC 852 TÓPART,,2,,,
10089.,198,,IC 852 TÓPART,,2,,,
1009.,198,,B 35242 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101044.,198,,Sz 6337 ,,2,,,
101046.,198,,Sz 16323 ,,2,,,
101047.,198,,Sz 16323 ,,2,,,
101054.,198,,Sz 36322 ,,2,,,
101094.,198,,Sz 36358 ,,2,,,
101096.,198,,Sz 36316 ,,2,,,
101100.,198,,Sz 36312 ,,2,,,
101104.,198,,Sz 36336 ,,2,,,
101119.,198,,Sz 36326 ,,2,,,
101122.,198,,Sz 36310 ,,2,,,
101123.,198,,Sz 36318 ,,2,,,
101124.,198,,Sz 36338 ,,2,,,
101126.,198,,Sz 36320 ,,2,,,
101127.,198,,Sz 36328 ,,2,,,
101128.,198,,Sz 36334 ,,2,,,
101129.,198,,Sz 36324 ,,2,,,
101130.,198,,Sz 36314 ,,2,,,
101196.,198,,378 BÉGA,,2,,,
101199.,198,,378 BÉGA,,2,,,
101200.,198,,378 BÉGA,,2,,,
101201.,198,,378 BÉGA,,2,,,
101202.,198,,378 BÉGA,,2,,,
101234.,198,,15503 TISZA-TÓ,,2,,,
101235.,198,,15503 TISZA-TÓ,,2,,,
101236.,198,,15503 TISZA-TÓ,,2,,,
101253.,198,,Sz 6637 ,,2,,,
101268.,198,,Sz 6619 ,,2,,,
101269.,198,,Sz 6619 ,,2,,,
101270.,198,,B 6619 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101270.1,198,,Sz 6619 ,,2,,,
101271.,198,,B 6629 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101271.1,198,,Sz 6629 ,,2,,,
101273.,198,,Sz 6629 ,,2,,,
101274.,198,,Sz 6629 ,,2,,,
101330.,198,,B 36955 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101331.,198,,B 36955 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101334.,198,,B 36951 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101335.,198,,B 36951 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101392.,198,S220,,,2,,00A0E3,FEFEFE
101394.,198,S220,,,2,,00A0E3,FEFEFE
101479.,198,,Sz 36623 ,,2,,,
101480.,198,,Sz 36625 ,,2,,,
101481.,198,,Sz 36615 ,,2,,,
101482.,198,,Sz 36617 ,,2,,,
101485.,198,,Sz 36611 ,,2,,,
101486.,198,,Sz 36613 ,,2,,,
101487.,198,,Sz 36627 ,,2,,,
101488.,198,,Sz 36639 ,,2,,,
101489.,198,,Sz 36629 ,,2,,,
101490.,198,,Sz 36629 ,,2,,,
101491.,198,,Sz 36619 ,,2,,,
101492.,198,,Sz 36639 ,,2,,,
101519.,198,,Sz 36436 ,,2,,,
101520.,198,,Sz 36416 ,,2,,,
101521.,198,,Sz 36424 ,,2,,,
101522.,198,,Sz 36414 ,,2,,,
101523.,198,,Sz 36432 ,,2,,,
101525.,198,,Sz 36446 ,,2,,,
101526.,198,,Sz 36426 ,,2,,,
101527.,198,,Sz 36412 ,,2,,,
101575.,198,,Sz 36438 ,,2,,,
101576.,198,,Sz 36428 ,,2,,,
101577.,198,,Sz 36418 ,,2,,,
101578.,198,,Sz 36420 ,,2,,,
101579.,198,,Sz 36410 ,,2,,,
101595.,198,,Sz 36422 ,,2,,,
101607.,198,,VESz 7220 ,,2,,,
101611.,198,,VESz 7210 ,,2,,,
101718.,198,,B 35010 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101719.,198,,B 35010 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101720.,198,,B 35010 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101722.,198,,B 35020 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101723.,198,,B 35020 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101724.,198,,B 35022 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101726.,198,,B 35016 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101727.,198,,B 35016 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101728.,198,,B 35016 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101730.,198,,B 35026 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101731.,198,,B 35026 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101732.,198,,B 35026 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101734.,198,,B 35028 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101735.,198,,B 35028 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101736.,198,,B 35028 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101737.,198,,B 35028 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101739.,198,,B 35014 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101740.,198,,B 35014 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101741.,198,,B 35014 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101743.,198,,B 35038 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101744.,198,,B 35038 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101745.,198,,B 35018 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101746.,198,,B 35018 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101747.,198,,B 35018 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101835.,198,,B 35020 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101837.,198,,B 35012 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101838.,198,,B 35012 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101839.,198,,B 35012 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101841.,198,,B 35022 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101842.,198,,B 35022 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
101843.,198,,Sz 8316 ,,2,,,
101847.,198,,Sz 8354 ,,2,,,
101849.,198,,Sz 8352 ,,2,,,
101908.,198,,VESz 35415 ,,2,,,
101909.,198,,VESz 35425 ,,2,,,
101910.,198,,VESz 35413 ,,2,,,
101911.,198,,VESz 35417 ,,2,,,
101912.,198,,VESz 35429 ,,2,,,
101913.,198,,VESz 35419 ,,2,,,
101914.,198,,VESz 35427 ,,2,,,
101915.,198,,VESz 35423 ,,2,,,
101916.,198,,VESz 35411 ,,2,,,
102067.,198,,Sz 35729 ,,2,,,
102144.,198,,Sz 9649 ,,2,,,
102145.,198,,Sz 9649 ,,2,,,
102145.1,198,,B 9649 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
102145.2,198,,Sz 9649 ,,2,,,
102181.,198,,Sz 9657 ,,2,,,
102182.,198,,Sz 9655 ,,2,,,
102183.,198,,Sz 9665 ,,2,,,
102184.,198,,Sz 9653 ,,2,,,
102209.,198,,Sz 9643 ,,2,,,
102210.,198,,Sz 9643 ,,2,,,
102210.1,198,,B 9643 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
102211.,198,,Sz 9641 ,,2,,,
102211.1,198,,B 9641 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
102212.,198,,Sz 9641 ,,2,,,
102284.,198,S77,,,2,,00A0E3,FEFEFE
102285.,198,S77,,,2,,00A0E3,FEFEFE
102286.,198,S77,,,2,,00A0E3,FEFEFE
102287.,198,S77,,,2,,00A0E3,FEFEFE
102288.,198,S77,,,2,,00A0E3,FEFEFE
102289.,198,S77,,,2,,00A0E3,FEFEFE
102323.,198,S750,,,2,,00A0E3,FEFEFE
102324.,198,S750,,,2,,00A0E3,FEFEFE
102325.,198,S750,,,2,,00A0E3,FEFEFE
102326.,198,S750,,,2,,00A0E3,FEFEFE
102327.,198,S750,,,2,,00A0E3,FEFEFE
102446.,198,S750,,,2,,00A0E3,FEFEFE
102447.,198,S750,,,2,,00A0E3,FEFEFE
102485.,198,S71,,,2,,00A0E3,FEFEFE
102487.,198,S71,,,2,,00A0E3,FEFEFE
102489.,198,S71,,,2,,00A0E3,FEFEFE
102491.,198,S71,,,2,,00A0E3,FEFEFE
102493.,198,S71,,,2,,00A0E3,FEFEFE
102495.,198,S71,,,2,,00A0E3,FEFEFE
102497.,198,S71,,,2,,00A0E3,FEFEFE
102499.,198,S71,,,2,,00A0E3,FEFEFE
102500.,198,S71,,,2,,00A0E3,FEFEFE
102501.,198,S71,,,2,,00A0E3,FEFEFE
102502.,198,S71,,,2,,00A0E3,FEFEFE
102503.,198,S71,,,2,,00A0E3,FEFEFE
102504.,198,S71,,,2,,00A0E3,FEFEFE
102505.,198,S71,,,2,,00A0E3,FEFEFE
102507.,198,S71,,,2,,00A0E3,FEFEFE
102508.,198,S71,,,2,,00A0E3,FEFEFE
102509.,198,S71,,,2,,00A0E3,FEFEFE
102510.,198,S71,,,2,,00A0E3,FEFEFE
102511.,198,S71,,,2,,00A0E3,FEFEFE
102512.,198,S71,,,2,,00A0E3,FEFEFE
102513.,198,S71,,,2,,00A0E3,FEFEFE
102514.,198,S71,,,2,,00A0E3,FEFEFE
102515.,198,S71,,,2,,00A0E3,FEFEFE
102516.,198,S71,,,2,,00A0E3,FEFEFE
102517.,198,S71,,,2,,00A0E3,FEFEFE
102518.,198,S71,,,2,,00A0E3,FEFEFE
102519.,198,S71,,,2,,00A0E3,FEFEFE
102549.,198,S70,,,2,,00A0E3,FEFEFE
102550.,198,S70,,,2,,00A0E3,FEFEFE
102551.,198,S70,,,2,,00A0E3,FEFEFE
102552.,198,S70,,,2,,00A0E3,FEFEFE
102553.,198,S70,,,2,,00A0E3,FEFEFE
102554.,198,S70,,,2,,00A0E3,FEFEFE
102555.,198,S70,,,2,,00A0E3,FEFEFE
102556.,198,S70,,,2,,00A0E3,FEFEFE
102594.,198,S70,,,2,,00A0E3,FEFEFE
102596.,198,S71,,,2,,00A0E3,FEFEFE
102598.,198,S71,,,2,,00A0E3,FEFEFE
102600.,198,S71,,,2,,00A0E3,FEFEFE
102602.,198,S71,,,2,,00A0E3,FEFEFE
102604.,198,S71,,,2,,00A0E3,FEFEFE
102606.,198,S71,,,2,,00A0E3,FEFEFE
102607.,198,S70,,,2,,00A0E3,FEFEFE
102609.,198,S71,,,2,,00A0E3,FEFEFE
102611.,198,S71,,,2,,00A0E3,FEFEFE
102645.,198,S70,,,2,,00A0E3,FEFEFE
102646.,198,S70,,,2,,00A0E3,FEFEFE
102648.,198,S70,,,2,,00A0E3,FEFEFE
102649.,198,S70,,,2,,00A0E3,FEFEFE
102650.,198,S70,,,2,,00A0E3,FEFEFE
102651.,198,S70,,,2,,00A0E3,FEFEFE
102652.,198,S70,,,2,,00A0E3,FEFEFE
102653.,198,S70,,,2,,00A0E3,FEFEFE
102654.,198,S70,,,2,,00A0E3,FEFEFE
102655.,198,S70,,,2,,00A0E3,FEFEFE
102656.,198,S70,,,2,,00A0E3,FEFEFE
102657.,198,S70,,,2,,00A0E3,FEFEFE
102658.,198,S70,,,2,,00A0E3,FEFEFE
102659.,198,S70,,,2,,00A0E3,FEFEFE
102660.,198,S70,,,2,,00A0E3,FEFEFE
102669.,198,S70,,,2,,00A0E3,FEFEFE
102670.,198,S70,,,2,,00A0E3,FEFEFE
102672.,198,S70,,,2,,00A0E3,FEFEFE
102673.,198,S70,,,2,,00A0E3,FEFEFE
102674.,198,S70,,,2,,00A0E3,FEFEFE
102675.,198,S70,,,2,,00A0E3,FEFEFE
102676.,198,S70,,,2,,00A0E3,FEFEFE
102935.,198,G71,,,2,,B0CB1F,FEFEFE
102936.,198,G71,,,2,,B0CB1F,FEFEFE
102938.,198,G71,,,2,,B0CB1F,FEFEFE
102945.,198,S71,,,2,,00A0E3,FEFEFE
103045.,198,S70,,,2,,00A0E3,FEFEFE
103046.,198,S70,,,2,,00A0E3,FEFEFE
1036.,198,,Sz 35217 ,,2,,,
103649.,198,S70,,,2,,00A0E3,FEFEFE
103650.,198,S71,,,2,,00A0E3,FEFEFE
1037.,198,,Sz 35227 ,,2,,,
103718.,198,S750,,,2,,00A0E3,FEFEFE
103719.,198,S750,,,2,,00A0E3,FEFEFE
103720.,198,S750,,,2,,00A0E3,FEFEFE
103721.,198,S750,,,2,,00A0E3,FEFEFE
103722.,198,S750,,,2,,00A0E3,FEFEFE
103723.,198,S750,,,2,,00A0E3,FEFEFE
103724.,198,S750,,,2,,00A0E3,FEFEFE
103725.,198,S750,,,2,,00A0E3,FEFEFE
103726.,198,S750,,,2,,00A0E3,FEFEFE
103727.,198,S750,,,2,,00A0E3,FEFEFE
1038.,198,,Sz 35225 ,,2,,,
103833.,198,S750,,,2,,00A0E3,FEFEFE
103834.,198,S750,,,2,,00A0E3,FEFEFE
103872.,198,S77,,,2,,00A0E3,FEFEFE
1039.,198,,Sz 35223 ,,2,,,
1040.,198,,Sz 35219 ,,2,,,
104042.,198,G71,,,2,,B0CB1F,FEFEFE
104047.,198,,Sz 36010 ,,2,,,
104053.,198,,B 20366 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
104054.,198,,B 20406 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
104055.,198,,B 20687 ,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
104058.,198,,Sz 5084 ,,2,,,
104059.,198,,Sz 5084 ,,2,,,
104060.,198,,Sz 5084 ,,2,,,
104062.,198,,Sz 5094 ,,2,,,
104063.,198,,Sz 5094 ,,2,,,
104064.,198,,Sz 5094 ,,2,,,
104066.,198,,Sz 5088 ,,2,,,
104067.,198,,Sz 5088 ,,2,,,
104068.,198,,Sz 5088 ,,2,,,
1041.,198,,Sz 35215 ,,2,,,
104113.,198,,Sz 5092 ,,2,,,
104114.,198,,Sz 5092 ,,2,,,
104115.,198,,Sz 5092 ,,2,,,
104117.,198,,Sz 5086 ,,2,,,
104118.,198,,Sz 5086 ,,2,,,
104119.,198,,Sz 5086 ,,2,,,
104120.,198,,Sz 5096 ,,2,,,
104121.,198,,Sz 5096 ,,2,,,
104122.,198,,Sz 5096 ,,2,,,
104124.,198,,Sz 35728 ,,2,,,
104127.,198,,Sz 35722 ,,2,,,
104143.,198,,Sz 35732 ,,2,,,
104144.,198,,Sz 35714 ,,2,,,
104145.,198,,Sz 35716 ,,2,,,
104146.,198,,Sz 35726 ,,2,,,
104147.,198,,Sz 35720 ,,2,,,
104150.,198,,Sz 35718 ,,2,,,
104151.,198,,Sz 35724 ,,2,,,
10418.,198,S12,,,2,,00A0E3,FEFEFE
10419.,198,S12,,,2,,00A0E3,FEFEFE
104190.,198,,Sz 32434 ,,2,,,
1042.,198,,Sz 35213 ,,2,,,
10420.,198,S12,,,2,,00A0E3,FEFEFE
104200.,198,,Sz 36825 ,,2,,,
104203.,198,,Sz 36811 ,,2,,,
104208.,198,,Sz 36819 ,,2,,,
104209.,198,,Sz 36819 ,,2,,,
10421.,198,S12,,,2,,00A0E3,FEFEFE
104211.,198,,Sz 36823 ,,2,,,
104213.,198,,Sz 36827 ,,2,,,
10422.,198,S12,,,2,,00A0E3,FEFEFE
104230.,198,,Sz 36023 ,,2,,,
104231.,198,,Sz 36015 ,,2,,,
104232.,198,,Sz 36027 ,,2,,,
104233.,198,,Sz 36019 ,,2,,,
104234.,198,,Sz 36013 ,,2,,,
104235.,198,,Sz 36029 ,,2,,,
104247.,198,,Sz 36017 ,,2,,,
104248.,198,,Sz 36011 ,,2,,,
104262.,198,,Sz 36830 ,,2,,,
104263.,198,,Sz 36810 ,,2,,,
104285.,198,,Sz 36818 ,,2,,,
104287.,198,,Sz 36834 ,,2,,,
104288.,198,,Sz 36816 ,,2,,,
1043.,198,,Sz 35211 ,,2,,,
104312.,198,,Sz 36812 ,,2,,,
10436.,198,S12,,,2,,00A0E3,FEFEFE
10437.,198,S12,,,2,,00A0E3,FEFEFE
10438.,198,S12,,,2,,00A0E3,FEFEFE
10439.,198,S12,,,2,,00A0E3,FEFEFE
1044.,198,,Sz 35221 ,,2,,,
10440.,198,S12,,,2,,00A0E3,FEFEFE
104418.,198,,9059 ,,2,,,
104420.,198,,9057 ,,2,,,
10446.,198,S12,,,2,,00A0E3,FEFEFE
10447.,198,S12,,,2,,00A0E3,FEFEFE
104479.,198,,VESz 19018 ,,2,,,
10448.,198,S12,,,2,,00A0E3,FEFEFE
104480.,198,,VESz 9020 ,,2,,,
104481.,198,,VESz 19014 ,,2,,,
10449.,198,S12,,,2,,00A0E3,FEFEFE
10450.,198,S12,,,2,,00A0E3,FEFEFE
104600.,198,,VESz 39515 ,,2,,,
104601.,198,,VESz 39523 ,,2,,,
104602.,198,,VESz 39527 ,,2,,,
104603.,198,,VESz 39517 ,,2,,,
104604.,198,,VESz 39525 ,,2,,,
104605.,198,,VESz 39511 ,,2,,,
104606.,198,,VESz 39513 ,,2,,,
104608.,198,,VESz 39519 ,,2,,,
104616.,198,,1246 RETRÓ ISTRIA,,2,,,
104625.,198,,VESz 9061 ,,2,,,
104657.,198,,VESz 37667 ,,2,,,
104661.,198,,VESz 37623 ,,2,,,
104663.,198,,VESz 37613 ,,2,,,
104691.,198,,VESz 37659 ,,2,,,
104695.,198,,VESz 37621 ,,2,,,
104697.,198,,VESz 37619 ,,2,,,
104699.,198,,VESz 37629 ,,2,,,
104759.,198,,VESz 37627 ,,2,,,
104761.,198,,VESz 37665 ,,2,,,
104763.,198,,VESz 37615 ,,2,,,
104767.,198,,VESz 37617 ,,2,,,
104771.,198,,VESz 37625 ,,2,,,
104867.,198,,Sz 37520 ,,2,,,
104868.,198,,Sz 37512 ,,2,,,
104869.,198,,Sz 37526 ,,2,,,
104870.,198,,Sz 37524 ,,2,,,
104871.,198,,Sz 37516 ,,2,,,
104872.,198,,Sz 37514 ,,2,,,
104873.,198,,Sz 37510 ,,2,,,
104882.,198,,VESz 37611 ,,2,,,
104905.,198,,Sz 37710 ,,2,,,
104906.,198,,Sz 37732 ,,2,,,
104911.,198,,Sz 8158 ,,2,,,
104917.,198,,Sz 8140 ,,2,,,
104918.,198,,Sz 8148 ,,2,,,
104926.,198,,Sz 38826 ,,2,,,
104928.,198,,Sz 38824 ,,2,,,
104935.,198,,Sz 38814 ,,2,,,
104939.,198,,Sz 38812 ,,2,,,
104940.,198,,Sz 38810 ,,2,,,
104948.,198,,Sz 18119 ,,2,,,
105231.,198,,EC 131 BÁTHORY,,2,,,
105233.,198,,EC 131 BÁTHORY,,2,,,
105234.,198,,EC 131 BÁTHORY,,2,,,
105235.,198,,EC 131 BÁTHORY,,2,,,
105236.,198,,EC 131 BÁTHORY,,2,,,
105237.,198,,EC 131 BÁTHORY,,2,,,
105238.,198,,EC 131 BÁTHORY,,2,,,
105239.,198,,EC 131 BÁTHORY,,2,,,
105240.,198,,EC 131 BÁTHORY,,2,,,
105241.,198,,EC 131 BÁTHORY,,2,,,
105242.,198,,EC 131 BÁTHORY,,2,,,
105243.,198,,EC 131 BÁTHORY,,2,,,
105332.,198,,EC 131 BÁTHORY,,2,,,
105337.,198,,EC 131 BÁTHORY,,2,,,
105338.,198,,EC 131 BÁTHORY,,2,,,
10535.,198,S40,,,2,,00A0E3,FEFEFE
10536.,198,S40,,,2,,00A0E3,FEFEFE
10537.,198,S40,,,2,,00A0E3,FEFEFE
10538.,198,S40,,,2,,00A0E3,FEFEFE
10539.,198,S40,,,2,,00A0E3,FEFEFE
10540.,198,S40,,,2,,00A0E3,FEFEFE
10543.,198,S40,,,2,,00A0E3,FEFEFE
105488.,198,,347 DACIA - CORVIN,,2,,,
105490.,198,,347 DACIA - CORVIN,,2,,,
105491.,198,,347 DACIA - CORVIN,,2,,,
105492.,198,,347 DACIA - CORVIN,,2,,,
105493.,198,,347 DACIA - CORVIN,,2,,,
105494.,198,,347 DACIA - CORVIN,,2,,,
105495.,198,,347 DACIA - CORVIN,,2,,,
105496.,198,,347 DACIA - CORVIN,,2,,,
10555.,198,S40,,,2,,00A0E3,FEFEFE
105652.,198,,rjx 267 ,,2,,,
105653.,198,,rjx 267 ,,2,,,
105657.,198,,EC 141 SEMMELWEIS,,2,,,
105662.,198,,rjx 12269 ,,2,,,
105696.,198,,rjx 267 ,,2,,,
105697.,198,,rjx 267 ,,2,,,
10580.,198,S40,,,2,,00A0E3,FEFEFE
10585.,198,S40,,,2,,00A0E3,FEFEFE
10586.,198,S40,,,2,,00A0E3,FEFEFE
105977.,198,,EC 1167 ADVENT,,2,,,
106166.,198,,rjx 12269 ,,2,,,
106167.,198,,rjx 267 ,,2,,,
106177.,198,,rjx 267 ,,2,,,
106178.,198,,rjx 267 ,,2,,,
106179.,198,,rjx 267 ,,2,,,
10618.,198,S40,,,2,,00A0E3,FEFEFE
106180.,198,,rjx 267 ,,2,,,
106181.,198,,rjx 12267 ,,2,,,
106187.,198,,rjx 12065 ,,2,,,
106195.,198,,EC 145 LISZT FERENC,,2,,,
106197.,198,,EC 145 LISZT FERENC,,2,,,
106201.,198,,EC 341 CSÁRDÁS,,2,,,
106203.,198,,EC 341 CSÁRDÁS,,2,,,
106204.,198,,EC 147 LEHÁR,,2,,,
106206.,198,,EC 147 LEHÁR,,2,,,
106217.,198,,EC 141 SEMMELWEIS,,2,,,
106219.,198,,EC 141 SEMMELWEIS,,2,,,
10622.,198,S40,,,2,,00A0E3,FEFEFE
106220.,198,,EC 141 SEMMELWEIS,,2,,,
106221.,198,,EC 141 SEMMELWEIS,,2,,,
106222.,198,,rjx 12261 ,,2,,,
106261.,198,,rjx 12165 ,,2,,,
106263.,198,,rjx 12061 ,,2,,,
106264.,198,,rjx 12063 ,,2,,,
106265.,198,,rjx 12067 ,,2,,,
106285.,198,,EC 149 HORTOBÁGY,,2,,,
106288.,198,,EC 149 HORTOBÁGY,,2,,,
106289.,198,,EC 149 HORTOBÁGY,,2,,,
10629.,198,S40,,,2,,00A0E3,FEFEFE
106290.,198,,EC 149 HORTOBÁGY,,2,,,
106291.,198,,EC 149 HORTOBÁGY,,2,,,
106292.,198,,EC 143 TISZA,,2,,,
106296.,198,,EC 143 TISZA - SZAMOS,,2,,,
106297.,198,,EC 143 TISZA - SZAMOS,,2,,,
106298.,198,,EC 143 TISZA,,2,,,
106299.,198,,EC 143 TISZA - SZAMOS,,2,,,
10630.,198,S40,,,2,,00A0E3,FEFEFE
106300.,198,,EC 143 TISZA,,2,,,
106301.,198,,EC 143 TISZA - SZAMOS,,2,,,
106302.,198,,EC 143 TISZA,,2,,,
10637.,198,,18406 DÉLI -> PARTI,,2,,,
10638.,198,,18506 DÉLI -> PARTI,,2,,,
10639.,198,,18404 DÉLI -> PARTI,,2,,,
10652.,198,S30,,,2,,00A0E3,FEFEFE
10653.,198,S30,,,2,,00A0E3,FEFEFE
10654.,198,,18592 DÉLI -> PARTI,,2,,,
10696.,198,S40,,,2,,00A0E3,FEFEFE
10697.,198,S40,,,2,,00A0E3,FEFEFE
10698.,198,S40,,,2,,00A0E3,FEFEFE
10699.,198,S40,,,2,,00A0E3,FEFEFE
107201.,134,,7955 ,,2,,,
107202.,134,,7923 ,,2,,,
107204.,134,,7931 ,,2,,,
107205.,134,,7963 ,,2,,,
107206.,134,,7915 ,,2,,,
107208.,134,,7939 ,,2,,,
107209.,134,,7947 ,,2,,,
107213.,198,,9415 ,,2,,,
107214.,198,,9415 ,,2,,,
107215.,198,,9457 ,,2,,,
107216.,198,,9423 ,,2,,,
107217.,198,,9423 ,,2,,,
107218.,198,,9411 ,,2,,,
107219.,198,,9411 ,,2,,,
107220.,198,,9421 ,,2,,,
107221.,198,,9421 ,,2,,,
107254.,198,,9407 ,,2,,,
107256.,198,,9457 ,,2,,,
107260.,198,,9409 ,,2,,,
107589.,198,,201 AGRAM - TÓPART,,2,,,
107599.,198,,201 AGRAM - TÓPART,,2,,,
107600.,198,,201 AGRAM - TÓPART,,2,,,
107601.,198,,201 AGRAM - TÓPART,,2,,,
107602.,198,,B 201 AGRAM - TÓPART,,3,"https://www.mavcsoport.hu/mav-start/belfoldi-utazas/vaganyzar",ffff00,000000
107602.1,198,,201 AGRAM - TÓPART,,2,,,
107641.,198,,15811 ZÁGRÁB ADVENT EXPRESSZ,,2,,,
107714.,198,,IC 603 NYÍRSÉG,,2,,,
107715.,198,,IC 603 NYÍRSÉG,,2,,,
107720.,198,,6203 CÍVIS,,2,,,
107723.,198,,IC 617 NYÍRSÉG,,2,,,
107728.,198,,6295 CÍVIS,,2,,,
107734.,198,,IC 617 NYÍRSÉG,,2,,,
107737.,198,,IC 619 NYÍRSÉG - KRASZNA,,2,,,
107739.,198,,6295 CÍVIS,,2,,,
10774.,198,S40,,,2,,00A0E3,FEFEFE
107741.,198,,6205 CÍVIS,,2,,,
107743.,198,,6203 CÍVIS,,2,,,
10775.,198,S40,,,2,,00A0E3,FEFEFE
10776.,198,S40,,,2,,00A0E3,FEFEFE
10777.,198,S40,,,2,,00A0E3,FEFEFE
10778.,198,S40,,,2,,00A0E3,FEFEFE
